order_id,subscriber_id,order_date,plan_tier,amount,cogs,status,payment_method
ORD-8992,SUB-1337,2023-10-25,Premium,55.31270094915136,18.5,completed,card
ORD-8993,SUB-1337,2023-11-24,Premium,54.18830749365481,18.5,completed,card
ORD-8994,SUB-1337,2023-12-22,Premium,54.35405999684099,18.5,completed,card
ORD-8995,SUB-1338,2023-04-14,Premium,56.088855833061004,18.5,completed,card
ORD-8996,SUB-1338,2023-05-12,Premium,54.03906127619533,18.5,completed,card
ORD-8997,SUB-1338,2023-06-14,Premium,54.80911095107671,18.5,completed,mpesa
ORD-8998,SUB-1338,2023-07-11,Premium,55.99994832053789,18.5,completed,paypal
ORD-8999,SUB-1338,2023-08-11,Premium,55.648610744237004,18.5,completed,card
ORD-9000,SUB-1338,2023-09-11,Premium,55.99222321770855,18.5,completed,card
ORD-9001,SUB-1339,2023-04-26,Classic,34.66141339898147,13.0,completed,card
ORD-9002,SUB-1340,2023-04-06,Classic,35.419047148985904,13.0,completed,card
ORD-9003,SUB-1340,2023-05-03,Classic,34.85895759536564,13.0,completed,card
ORD-9004,SUB-1340,2023-06-03,Classic,35.45424595235904,13.0,completed,card
ORD-9005,SUB-1340,2023-07-04,Classic,34.52405962897663,13.0,completed,paypal
ORD-9006,SUB-1340,2023-08-03,Classic,35.05042515400995,13.0,completed,mpesa
ORD-9007,SUB-1340,2023-09-04,Classic,34.430824184505354,13.0,completed,mpesa
ORD-9008,SUB-1340,2023-10-05,Classic,34.32448169649368,13.0,completed,card
ORD-9009,SUB-1340,2023-11-04,Classic,35.13315284356507,13.0,completed,mpesa
ORD-9010,SUB-1340,2023-12-05,Classic,35.03152177897761,13.0,completed,card
ORD-9011,SUB-1340,2024-01-03,Classic,35.34998399226022,13.0,completed,mpesa
ORD-9012,SUB-1340,2024-02-05,Classic,35.26467313011969,13.0,completed,paypal
ORD-9013,SUB-1340,2024-03-06,Classic,35.08295691879992,13.0,completed,paypal
ORD-9014,SUB-1340,2024-04-05,Classic,34.72639708543012,13.0,completed,mpesa
ORD-9015,SUB-1340,2024-05-06,Classic,35.44164885052744,13.0,completed,mpesa
ORD-9016,SUB-1340,2024-06-03,Classic,35.45345249583717,13.0,completed,card
ORD-9017,SUB-1340,2024-07-04,Classic,34.528476683954956,13.0,completed,mpesa
ORD-9018,SUB-1340,2024-08-04,Classic,35.158725578474666,13.0,failed,paypal
ORD-9019,SUB-1340,2024-09-06,Classic,35.42382644385882,13.0,completed,mpesa
ORD-9020,SUB-1340,2024-10-04,Classic,35.413985017478836,13.0,completed,paypal
ORD-9021,SUB-1340,2024-11-03,Classic,35.652840701270684,13.0,completed,card
ORD-9022,SUB-1340,2024-12-06,Classic,35.24005886308131,13.0,completed,card
ORD-9023,SUB-1341,2023-04-26,Classic,35.31106839966354,13.0,completed,mpesa
ORD-9024,SUB-1341,2023-05-27,Classic,35.59174397919379,13.0,completed,card
ORD-9025,SUB-1341,2023-06-28,Classic,35.167314787490774,13.0,completed,mpesa
ORD-9026,SUB-1341,2023-07-29,Classic,35.46254006231426,13.0,completed,card
ORD-9027,SUB-1341,2023-08-27,Classic,34.30393183162353,13.0,completed,paypal
ORD-9028,SUB-1341,2023-09-26,Classic,35.632178785247014,13.0,completed,card
ORD-9029,SUB-1341,2023-10-28,Classic,34.514245200243515,13.0,completed,card
ORD-9030,SUB-1341,2023-11-29,Classic,35.51801201492876,13.0,completed,card
ORD-9031,SUB-1341,2023-12-27,Classic,34.5501996349897,13.0,completed,card
ORD-9032,SUB-1341,2024-01-28,Classic,35.3084995230102,13.0,completed,paypal
ORD-9033,SUB-1341,2024-02-28,Classic,34.464953540203226,13.0,completed,mpesa
ORD-9034,SUB-1341,2024-03-28,Classic,35.416989398869404,13.0,completed,mpesa
ORD-9035,SUB-1341,2024-04-27,Classic,34.51359040225564,13.0,completed,card
ORD-9036,SUB-1341,2024-05-28,Classic,34.64682043353214,13.0,completed,card
ORD-9037,SUB-1341,2024-06-29,Classic,34.89499965998306,13.0,completed,card
ORD-9038,SUB-1341,2024-07-28,Classic,35.09307797436056,13.0,completed,card
ORD-9039,SUB-1341,2024-08-26,Classic,35.51582443497983,13.0,completed,card
ORD-9040,SUB-1341,2024-09-28,Classic,35.436718416642556,13.0,completed,mpesa
ORD-9041,SUB-1341,2024-10-27,Classic,34.777923264142785,13.0,completed,mpesa
ORD-9042,SUB-1341,2024-11-26,Classic,34.70256043588698,13.0,completed,card
ORD-9043,SUB-1341,2024-12-26,Classic,35.28160984939271,13.0,completed,card
ORD-9044,SUB-1342,2023-04-14,Classic,35.38175158835024,13.0,completed,card
ORD-9045,SUB-1342,2023-05-14,Classic,35.06334713686489,13.0,completed,paypal
ORD-9046,SUB-1342,2023-06-14,Classic,35.02678182797431,13.0,completed,card
ORD-9047,SUB-1342,2023-07-15,Classic,35.63573534309692,13.0,completed,card
ORD-9048,SUB-1342,2023-08-15,Classic,34.4995174456995,13.0,completed,paypal
ORD-9049,SUB-1342,2023-09-16,Classic,34.93999977376779,13.0,completed,card
ORD-9050,SUB-1342,2023-10-16,Classic,35.10259168811324,13.0,completed,card
ORD-9051,SUB-1342,2023-11-15,Classic,35.39515923189873,13.0,completed,mpesa
ORD-9052,SUB-1342,2023-12-15,Classic,35.13185544838138,13.0,completed,mpesa
ORD-9053,SUB-1342,2024-01-14,Classic,35.54523522226104,13.0,completed,card
ORD-9054,SUB-1342,2024-02-17,Classic,34.49089625523595,13.0,completed,paypal
ORD-9055,SUB-1342,2024-03-17,Classic,34.361851766984365,13.0,completed,mpesa
ORD-9056,SUB-1342,2024-04-17,Classic,34.97483628476005,13.0,completed,mpesa
ORD-9057,SUB-1342,2024-05-15,Classic,35.434121135073624,13.0,completed,card
ORD-9058,SUB-1342,2024-06-16,Classic,34.4011336403205,13.0,completed,card
ORD-9059,SUB-1342,2024-07-14,Classic,34.31337067047423,13.0,completed,card
ORD-9060,SUB-1342,2024-08-15,Classic,34.316362522322045,13.0,completed,paypal
ORD-9061,SUB-1342,2024-09-14,Classic,34.715450649852436,13.0,completed,card
ORD-9062,SUB-1342,2024-10-15,Classic,35.04026558189989,13.0,completed,card
ORD-9063,SUB-1342,2024-11-14,Classic,35.3847579531938,13.0,completed,card
ORD-9064,SUB-1342,2024-12-14,Classic,35.23817632682253,13.0,completed,card
ORD-9065,SUB-1344,2023-04-25,Classic,34.611802898445454,13.0,completed,card
ORD-9066,SUB-1344,2023-05-25,Classic,35.11333715537437,13.0,completed,card
ORD-9067,SUB-1344,2023-06-27,Classic,35.43288701862504,13.0,completed,paypal
ORD-9068,SUB-1344,2023-07-24,Classic,34.58464828907494,13.0,completed,mpesa
ORD-9069,SUB-1344,2023-08-26,Classic,34.4871298570278,13.0,completed,card
ORD-9070,SUB-1344,2023-09-27,Classic,34.99605634853544,13.0,completed,mpesa
ORD-9071,SUB-1344,2023-10-24,Classic,35.32763399013517,13.0,completed,mpesa
ORD-9072,SUB-1344,2023-11-27,Classic,35.153223249735625,13.0,completed,mpesa
ORD-9073,SUB-1344,2023-12-27,Classic,35.32189105003036,13.0,completed,card
ORD-9074,SUB-1345,2023-04-07,Starter,19.70948424286789,8.5,completed,paypal
ORD-9075,SUB-1345,2023-05-05,Starter,19.740705109524153,8.5,completed,paypal
ORD-9076,SUB-1345,2023-06-05,Starter,19.770737241607772,8.5,completed,card
ORD-9077,SUB-1345,2023-07-07,Starter,19.790312107511753,8.5,completed,card
ORD-9078,SUB-1345,2023-08-05,Starter,20.226001952887334,8.5,completed,card
ORD-9079,SUB-1345,2023-09-06,Starter,20.126810195510412,8.5,completed,card
ORD-9080,SUB-1345,2023-10-06,Starter,19.88845473893178,8.5,completed,card
ORD-9081,SUB-1346,2023-04-17,Classic,35.39989164768529,13.0,completed,card
ORD-9082,SUB-1346,2023-05-16,Classic,35.17671298951196,13.0,completed,card
ORD-9083,SUB-1346,2023-06-15,Classic,35.53871644663198,13.0,completed,card
ORD-9084,SUB-1347,2023-04-21,Classic,34.63085228604852,13.0,completed,mpesa
ORD-9085,SUB-1347,2023-05-22,Classic,34.69247045937509,13.0,completed,mpesa
ORD-9086,SUB-1347,2023-06-22,Classic,35.24256937525994,13.0,completed,card
ORD-9087,SUB-1347,2023-07-22,Classic,35.49964504689028,13.0,completed,card
ORD-9088,SUB-1347,2023-08-19,Classic,35.33244428165365,13.0,completed,card
ORD-9089,SUB-1347,2023-09-21,Classic,34.55595048930555,13.0,completed,card
ORD-9090,SUB-1347,2023-10-19,Classic,34.30637572533533,13.0,completed,paypal
ORD-9091,SUB-1347,2023-11-22,Classic,34.50175436315395,13.0,completed,card
ORD-9092,SUB-1347,2023-12-22,Classic,34.64772700833218,13.0,completed,card
ORD-9093,SUB-1347,2024-01-20,Classic,34.41618299845806,13.0,completed,card
ORD-9094,SUB-1347,2024-02-21,Classic,35.23895894198228,13.0,completed,card
ORD-9095,SUB-1347,2024-03-19,Classic,35.28853086583424,13.0,failed,card
ORD-9096,SUB-1347,2024-04-21,Classic,35.55521154423426,13.0,completed,mpesa
ORD-9097,SUB-1348,2023-04-26,Premium,54.524998865575235,18.5,completed,card
ORD-9098,SUB-1348,2023-05-23,Premium,54.726918153918476,18.5,completed,card
ORD-9099,SUB-1348,2023-06-23,Premium,54.14227038823329,18.5,completed,mpesa
ORD-9100,SUB-1348,2023-07-25,Premium,54.25082019943501,18.5,completed,card
ORD-9101,SUB-1348,2023-08-26,Premium,55.74512264548372,18.5,completed,card
ORD-9102,SUB-1348,2023-09-24,Premium,54.02726048068583,18.5,completed,paypal
ORD-9103,SUB-1348,2023-10-25,Premium,55.704914681027944,18.5,completed,card
ORD-9104,SUB-1348,2023-11-23,Premium,55.584751877052284,18.5,completed,card
ORD-9105,SUB-1348,2023-12-24,Premium,54.246284553940875,18.5,completed,card
ORD-9106,SUB-1348,2024-01-25,Premium,55.904398817151595,18.5,completed,card
ORD-9107,SUB-1348,2024-02-24,Premium,54.388251968727786,18.5,completed,paypal
ORD-9108,SUB-1348,2024-03-25,Premium,55.885924311679474,18.5,completed,card
ORD-9109,SUB-1348,2024-04-25,Premium,54.8036858518413,18.5,completed,card
ORD-9110,SUB-1348,2024-05-26,Premium,55.2476432781072,18.5,completed,mpesa
ORD-9111,SUB-1348,2024-06-26,Premium,55.67697528654649,18.5,completed,mpesa
ORD-9112,SUB-1348,2024-07-23,Premium,54.56771749223976,18.5,completed,paypal
ORD-9113,SUB-1348,2024-08-23,Premium,54.99448564919816,18.5,completed,card
ORD-9114,SUB-1348,2024-09-26,Premium,55.750553943378264,18.5,completed,mpesa
ORD-9115,SUB-1348,2024-10-26,Premium,54.58602853294013,18.5,completed,card
ORD-9116,SUB-1348,2024-11-24,Premium,55.627297470699254,18.5,completed,card
ORD-9117,SUB-1348,2024-12-25,Premium,53.93088156912679,18.5,completed,card
ORD-9118,SUB-1349,2023-04-09,Classic,35.59954371557724,13.0,completed,mpesa
ORD-9119,SUB-1349,2023-05-08,Classic,35.592156130557086,13.0,completed,card
ORD-9120,SUB-1349,2023-06-08,Classic,34.4994309192714,13.0,completed,card
ORD-9121,SUB-1349,2023-07-09,Classic,35.10458773216459,13.0,failed,mpesa
ORD-9122,SUB-1349,2023-08-06,Classic,34.39298915956631,13.0,completed,mpesa
ORD-9123,SUB-1352,2023-04-26,Classic,34.53492872941418,13.0,completed,mpesa
ORD-9124,SUB-1352,2023-05-24,Classic,35.31030546713108,13.0,completed,card
ORD-9125,SUB-1352,2023-06-23,Classic,35.424298198685605,13.0,completed,mpesa
ORD-9126,SUB-1352,2023-07-25,Classic,34.91642048201483,13.0,completed,mpesa
ORD-9127,SUB-1352,2023-08-26,Classic,35.2237656466922,13.0,completed,card
ORD-9128,SUB-1352,2023-09-26,Classic,34.387985077154426,13.0,completed,paypal
ORD-9129,SUB-1352,2023-10-26,Classic,35.238027534187395,13.0,completed,mpesa
ORD-9130,SUB-1352,2023-11-25,Classic,35.61388181796933,13.0,completed,paypal
ORD-9131,SUB-1352,2023-12-23,Classic,35.00688607942704,13.0,completed,card
ORD-9132,SUB-1352,2024-01-26,Classic,35.56149450326511,13.0,completed,card
ORD-9133,SUB-1352,2024-02-23,Classic,35.00762476587929,13.0,completed,mpesa
ORD-9134,SUB-1352,2024-03-25,Classic,34.37970582444364,13.0,completed,card
ORD-9135,SUB-1352,2024-04-25,Classic,34.786539194121964,13.0,completed,paypal
ORD-9136,SUB-1352,2024-05-24,Classic,34.88136284418789,13.0,completed,paypal
ORD-9137,SUB-1352,2024-06-23,Classic,35.62565115236671,13.0,completed,card
ORD-9138,SUB-1352,2024-07-24,Classic,35.509901272861384,13.0,completed,card
ORD-9139,SUB-1352,2024-08-24,Classic,35.689428966141016,13.0,completed,paypal
ORD-9140,SUB-1352,2024-09-24,Classic,35.63079685730778,13.0,completed,card
ORD-9141,SUB-1352,2024-10-25,Classic,34.39404535220846,13.0,completed,card
ORD-9142,SUB-1352,2024-11-23,Classic,34.78233300785849,13.0,completed,card
ORD-9143,SUB-1352,2024-12-26,Classic,35.68746985770923,13.0,completed,card
ORD-9144,SUB-1353,2023-04-25,Starter,20.156449121139403,8.5,completed,card
ORD-9145,SUB-1353,2023-05-26,Starter,19.618350278287835,8.5,completed,mpesa
ORD-9146,SUB-1353,2023-06-28,Starter,19.913219138483456,8.5,completed,card
ORD-9147,SUB-1353,2023-07-27,Starter,19.748102752113187,8.5,completed,card
ORD-9148,SUB-1354,2023-04-19,Starter,19.849952797852417,8.5,completed,card
ORD-9149,SUB-1354,2023-05-20,Starter,20.261468349684513,8.5,completed,mpesa
ORD-9150,SUB-1354,2023-06-18,Starter,19.788736779975903,8.5,completed,card
ORD-9151,SUB-1354,2023-07-17,Starter,19.80802384471344,8.5,completed,mpesa
ORD-9152,SUB-1354,2023-08-18,Starter,19.778560598968163,8.5,completed,card
ORD-9153,SUB-1354,2023-09-18,Starter,20.18580191596545,8.5,completed,paypal
ORD-9154,SUB-1354,2023-10-18,Starter,20.096681400329146,8.5,completed,mpesa
ORD-9155,SUB-1354,2023-11-19,Starter,19.599751859397553,8.5,failed,card
ORD-9156,SUB-1355,2023-04-15,Starter,19.69750756483993,8.5,completed,mpesa
ORD-9157,SUB-1356,2023-04-23,Classic,35.039520697701434,13.0,completed,card
ORD-9158,SUB-1356,2023-05-25,Classic,34.83103224212367,13.0,completed,card
ORD-9159,SUB-1356,2023-06-24,Classic,34.92083681676225,13.0,completed,mpesa
ORD-9160,SUB-1356,2023-07-24,Classic,35.18628372564312,13.0,completed,mpesa
ORD-9161,SUB-1356,2023-08-26,Classic,35.275331834138804,13.0,completed,card
ORD-9162,SUB-1356,2023-09-24,Classic,35.49391710961394,13.0,completed,card
ORD-9163,SUB-1356,2023-10-24,Classic,34.4665792403253,13.0,completed,paypal
ORD-9164,SUB-1356,2023-11-25,Classic,34.931494423721965,13.0,completed,card
ORD-9165,SUB-1356,2023-12-23,Classic,35.14580089638791,13.0,completed,paypal
ORD-9166,SUB-1356,2024-01-23,Classic,35.09573754426619,13.0,completed,card
ORD-9167,SUB-1356,2024-02-24,Classic,34.82288879059385,13.0,completed,card
ORD-9168,SUB-1356,2024-03-23,Classic,34.80636192718804,13.0,completed,card
ORD-9169,SUB-1356,2024-04-25,Classic,35.16099646271642,13.0,completed,card
ORD-9170,SUB-1356,2024-05-25,Classic,35.62491080436724,13.0,completed,mpesa
ORD-9171,SUB-1356,2024-06-25,Classic,34.89864916240349,13.0,completed,card
ORD-9172,SUB-1356,2024-07-25,Classic,34.6692684066578,13.0,completed,paypal
ORD-9173,SUB-1356,2024-08-26,Classic,35.33194991115622,13.0,completed,mpesa
ORD-9174,SUB-1356,2024-09-26,Classic,34.794835587774514,13.0,completed,paypal
ORD-9175,SUB-1356,2024-10-23,Classic,34.514751708935094,13.0,completed,card
ORD-9176,SUB-1356,2024-11-23,Classic,35.34661166274627,13.0,completed,card
ORD-9177,SUB-1356,2024-12-23,Classic,35.52509143815875,13.0,completed,card
ORD-9178,SUB-1357,2023-04-13,Starter,19.976187211935148,8.5,completed,mpesa
ORD-9179,SUB-1357,2023-05-15,Starter,19.72666217596372,8.5,completed,mpesa
ORD-9180,SUB-1357,2023-06-16,Starter,19.699507675347505,8.5,completed,mpesa
ORD-9181,SUB-1357,2023-07-14,Starter,19.794706607857176,8.5,completed,card
ORD-9182,SUB-1358,2023-04-19,Starter,19.82777438547292,8.5,completed,card
ORD-9183,SUB-1358,2023-05-20,Starter,19.960593491115173,8.5,completed,card
ORD-9184,SUB-1358,2023-06-20,Starter,19.67846318331418,8.5,completed,paypal
ORD-9185,SUB-1358,2023-07-19,Starter,19.756456084987256,8.5,completed,card
ORD-9186,SUB-1358,2023-08-20,Starter,19.984421221706313,8.5,completed,card
ORD-9187,SUB-1359,2023-04-15,Premium,54.99250173000116,18.5,completed,mpesa
ORD-9188,SUB-1359,2023-05-17,Premium,54.34961694635061,18.5,completed,mpesa
ORD-9189,SUB-1359,2023-06-16,Premium,54.59613424715038,18.5,completed,card
ORD-9190,SUB-1359,2023-07-17,Premium,54.60202852930157,18.5,completed,mpesa
ORD-9191,SUB-1359,2023-08-15,Premium,54.5829057733152,18.5,completed,card
ORD-9192,SUB-1359,2023-09-18,Premium,55.93489103212105,18.5,completed,card
ORD-9193,SUB-1359,2023-10-16,Premium,55.84762328842796,18.5,completed,paypal
ORD-9194,SUB-1359,2023-11-17,Premium,55.11845767969956,18.5,completed,card
ORD-9195,SUB-1359,2023-12-17,Premium,55.320667458788996,18.5,completed,card
ORD-9196,SUB-1359,2024-01-16,Premium,54.68819406732259,18.5,completed,mpesa
ORD-9197,SUB-1359,2024-02-18,Premium,55.16375041679557,18.5,completed,card
ORD-9198,SUB-1359,2024-03-18,Premium,55.152712939531476,18.5,completed,card
ORD-9199,SUB-1359,2024-04-17,Premium,55.99551183406114,18.5,completed,card
ORD-9200,SUB-1359,2024-05-18,Premium,54.334692940807024,18.5,completed,card
ORD-9201,SUB-1359,2024-06-17,Premium,54.65391948874326,18.5,completed,paypal
ORD-9202,SUB-1359,2024-07-16,Premium,56.02158123736144,18.5,completed,card
ORD-9203,SUB-1359,2024-08-18,Premium,53.991193877929256,18.5,completed,card
ORD-9204,SUB-1359,2024-09-18,Premium,55.48596902326791,18.5,completed,mpesa
ORD-9205,SUB-1359,2024-10-17,Premium,55.97361241231677,18.5,completed,card
ORD-9206,SUB-1359,2024-11-17,Premium,54.009428488902934,18.5,completed,card
ORD-9207,SUB-1359,2024-12-17,Premium,54.56762028946482,18.5,completed,card
ORD-9208,SUB-1360,2023-04-04,Premium,54.46614312854984,18.5,completed,card
ORD-9209,SUB-1360,2023-05-04,Premium,54.28043137623538,18.5,completed,card
ORD-9210,SUB-1360,2023-06-03,Premium,55.275271778894904,18.5,completed,card
ORD-9211,SUB-1360,2023-07-03,Premium,54.548204222319235,18.5,completed,card
ORD-9212,SUB-1360,2023-08-02,Premium,54.48150908615202,18.5,completed,mpesa
ORD-9213,SUB-1360,2023-09-02,Premium,55.27167717678738,18.5,completed,mpesa
ORD-9214,SUB-1360,2023-10-04,Premium,54.745751524805016,18.5,completed,card
ORD-9215,SUB-1360,2023-11-04,Premium,55.2862729211607,18.5,completed,mpesa
ORD-9216,SUB-1360,2023-12-05,Premium,55.797031011745894,18.5,completed,card
ORD-9217,SUB-1360,2024-01-02,Premium,54.80359833520462,18.5,completed,card
ORD-9218,SUB-1360,2024-02-04,Premium,54.97454885866787,18.5,completed,mpesa
ORD-9219,SUB-1360,2024-03-02,Premium,54.46417687253651,18.5,completed,card
ORD-9220,SUB-1360,2024-04-05,Premium,56.08907632862852,18.5,completed,card
ORD-9221,SUB-1360,2024-05-03,Premium,54.052577405785385,18.5,completed,card
ORD-9222,SUB-1360,2024-06-02,Premium,55.111669407248066,18.5,completed,paypal
ORD-9223,SUB-1360,2024-07-02,Premium,54.367289558197065,18.5,completed,card
ORD-9224,SUB-1360,2024-08-02,Premium,55.84386333366584,18.5,completed,mpesa
ORD-9225,SUB-1360,2024-09-02,Premium,55.779360562056134,18.5,completed,mpesa
ORD-9226,SUB-1360,2024-10-05,Premium,55.90733327406857,18.5,completed,card
ORD-9227,SUB-1360,2024-11-05,Premium,55.96100890345528,18.5,completed,card
ORD-9228,SUB-1360,2024-12-03,Premium,55.70011366708619,18.5,completed,card
ORD-9229,SUB-1361,2023-04-18,Starter,20.067888086725215,8.5,completed,paypal
ORD-9230,SUB-1361,2023-05-18,Starter,20.12100092725955,8.5,completed,mpesa
ORD-9231,SUB-1361,2023-06-18,Starter,19.67662228002434,8.5,completed,card
ORD-9232,SUB-1361,2023-07-20,Starter,19.7495127917336,8.5,completed,card
ORD-9233,SUB-1361,2023-08-20,Starter,19.972771644583858,8.5,completed,paypal
ORD-9234,SUB-1362,2023-04-06,Starter,20.06399599538684,8.5,completed,paypal
ORD-9235,SUB-1364,2023-04-25,Premium,56.04495326717792,18.5,completed,card
ORD-9236,SUB-1364,2023-05-26,Premium,55.58524676598228,18.5,completed,card
ORD-9237,SUB-1364,2023-06-26,Premium,55.146298293421395,18.5,completed,card
ORD-9238,SUB-1364,2023-07-25,Premium,54.291607079696114,18.5,completed,card
ORD-9239,SUB-1364,2023-08-24,Premium,55.89809074501719,18.5,completed,card
ORD-9240,SUB-1364,2023-09-27,Premium,54.023366350276824,18.5,completed,card
ORD-9241,SUB-1364,2023-10-26,Premium,54.60129692383207,18.5,completed,card
ORD-9242,SUB-1364,2023-11-26,Premium,54.099508521789566,18.5,completed,mpesa
ORD-9243,SUB-1364,2023-12-27,Premium,55.7561516541117,18.5,completed,paypal
ORD-9244,SUB-1364,2024-01-24,Premium,54.55198624999386,18.5,completed,card
ORD-9245,SUB-1364,2024-02-26,Premium,54.562570124730826,18.5,completed,card
ORD-9246,SUB-1364,2024-03-24,Premium,55.709786975155026,18.5,completed,mpesa
ORD-9247,SUB-1364,2024-04-24,Premium,53.92510921147613,18.5,completed,mpesa
ORD-9248,SUB-1364,2024-05-25,Premium,55.307258566378,18.5,completed,card
ORD-9249,SUB-1364,2024-06-24,Premium,54.33649264384468,18.5,completed,mpesa
ORD-9250,SUB-1364,2024-07-26,Premium,55.74837955792471,18.5,completed,mpesa
ORD-9251,SUB-1364,2024-08-27,Premium,54.47510094723693,18.5,completed,card
ORD-9252,SUB-1364,2024-09-25,Premium,54.088660613307,18.5,completed,mpesa
ORD-9253,SUB-1364,2024-10-24,Premium,53.90490032481467,18.5,completed,card
ORD-9254,SUB-1365,2023-04-09,Starter,19.918105338349292,8.5,completed,paypal
ORD-9255,SUB-1365,2023-05-10,Starter,19.748448701401095,8.5,completed,mpesa
ORD-9256,SUB-1365,2023-06-07,Starter,20.08407136341927,8.5,completed,mpesa
ORD-9257,SUB-1365,2023-07-07,Starter,20.32919968401479,8.5,completed,card
ORD-9258,SUB-1365,2023-08-07,Starter,20.232756921166057,8.5,completed,card
ORD-9259,SUB-1365,2023-09-07,Starter,19.901338008576815,8.5,completed,paypal
ORD-9260,SUB-1366,2023-04-25,Premium,55.36349811692068,18.5,completed,mpesa
ORD-9261,SUB-1366,2023-05-26,Premium,54.54094175277506,18.5,completed,card
ORD-9262,SUB-1366,2023-06-25,Premium,54.99279589735098,18.5,completed,card
ORD-9263,SUB-1366,2023-07-24,Premium,56.08059675500248,18.5,completed,mpesa
ORD-9264,SUB-1366,2023-08-24,Premium,54.06130339198858,18.5,completed,card
ORD-9265,SUB-1366,2023-09-25,Premium,56.05154491054835,18.5,completed,mpesa
ORD-9266,SUB-1366,2023-10-23,Premium,54.335817454289064,18.5,completed,card
ORD-9267,SUB-1366,2023-11-26,Premium,55.044890126003004,18.5,completed,mpesa
ORD-9268,SUB-1366,2023-12-23,Premium,55.28217806870333,18.5,completed,card
ORD-9269,SUB-1367,2023-04-06,Starter,19.95115629050959,8.5,completed,card
ORD-9270,SUB-1367,2023-05-07,Starter,20.10620500717376,8.5,completed,card
ORD-9271,SUB-1367,2023-06-08,Starter,19.781505083108236,8.5,completed,card
ORD-9272,SUB-1367,2023-07-05,Starter,20.07270324349919,8.5,completed,card
ORD-9273,SUB-1368,2023-04-12,Starter,20.153408796151314,8.5,completed,paypal
ORD-9274,SUB-1368,2023-05-13,Starter,20.189460862849824,8.5,completed,card
ORD-9275,SUB-1369,2023-04-07,Premium,55.269323899898545,18.5,completed,card
ORD-9276,SUB-1369,2023-05-06,Premium,55.96664420617408,18.5,completed,card
ORD-9277,SUB-1369,2023-06-06,Premium,54.73251833929905,18.5,completed,mpesa
ORD-9278,SUB-1370,2023-04-10,Premium,55.13881916149753,18.5,completed,card
ORD-9279,SUB-1370,2023-05-08,Premium,55.97753889945397,18.5,completed,mpesa
ORD-9280,SUB-1370,2023-06-08,Premium,56.04286956889162,18.5,completed,card
ORD-9281,SUB-1370,2023-07-10,Premium,55.952691172580245,18.5,completed,card
ORD-9282,SUB-1370,2023-08-11,Premium,55.64510811423745,18.5,completed,card
ORD-9283,SUB-1370,2023-09-11,Premium,53.962990711127766,18.5,completed,paypal
ORD-9284,SUB-1370,2023-10-09,Premium,54.21605741359353,18.5,completed,card
ORD-9285,SUB-1370,2023-11-09,Premium,55.33444448504019,18.5,completed,card
ORD-9286,SUB-1370,2023-12-10,Premium,55.474102253453694,18.5,completed,mpesa
ORD-9287,SUB-1370,2024-01-10,Premium,54.879113947090424,18.5,completed,card
ORD-9288,SUB-1370,2024-02-08,Premium,54.01320973550204,18.5,completed,card
ORD-9289,SUB-1370,2024-03-09,Premium,55.71728475055621,18.5,completed,card
ORD-9290,SUB-1370,2024-04-11,Premium,54.30377098537837,18.5,completed,card
ORD-9291,SUB-1370,2024-05-10,Premium,54.287223097290386,18.5,completed,card
ORD-9292,SUB-1371,2023-04-18,Premium,55.44880786872194,18.5,completed,paypal
ORD-9293,SUB-1371,2023-05-18,Premium,55.78908432998397,18.5,completed,paypal
ORD-9294,SUB-1371,2023-06-17,Premium,55.55678211975896,18.5,completed,card
ORD-9295,SUB-1371,2023-07-18,Premium,55.42527638231822,18.5,completed,card
ORD-9296,SUB-1371,2023-08-19,Premium,54.701566257329226,18.5,completed,paypal
ORD-9297,SUB-1371,2023-09-18,Premium,55.5105690217564,18.5,completed,card
ORD-9298,SUB-1371,2023-10-18,Premium,54.628743862632795,18.5,completed,card
ORD-9299,SUB-1371,2023-11-19,Premium,54.2092493142261,18.5,completed,card
ORD-9300,SUB-1371,2023-12-16,Premium,55.580274867771585,18.5,completed,paypal
ORD-9301,SUB-1371,2024-01-19,Premium,55.800011365427544,18.5,completed,card
ORD-9302,SUB-1371,2024-02-17,Premium,55.825718914764394,18.5,completed,mpesa
ORD-9303,SUB-1371,2024-03-18,Premium,54.61746826461914,18.5,completed,mpesa
ORD-9304,SUB-1371,2024-04-18,Premium,54.06912010826171,18.5,completed,card
ORD-9305,SUB-1371,2024-05-16,Premium,55.09390256820127,18.5,failed,card
ORD-9306,SUB-1371,2024-06-16,Premium,53.95156770769685,18.5,completed,card
ORD-9307,SUB-1371,2024-07-16,Premium,55.35238272297508,18.5,completed,mpesa
ORD-9308,SUB-1371,2024-08-16,Premium,55.608516980184326,18.5,completed,mpesa
ORD-9309,SUB-1371,2024-09-19,Premium,55.41501781839567,18.5,completed,mpesa
ORD-9310,SUB-1371,2024-10-19,Premium,55.19024389108452,18.5,completed,card
ORD-9311,SUB-1371,2024-11-16,Premium,54.387659942012334,18.5,completed,paypal
ORD-9312,SUB-1371,2024-12-16,Premium,56.03805388389632,18.5,completed,card
ORD-9313,SUB-1372,2023-04-11,Starter,19.85686129879019,8.5,completed,mpesa
ORD-9314,SUB-1372,2023-05-11,Starter,19.927848288531095,8.5,completed,card
ORD-9315,SUB-1373,2023-04-08,Starter,19.936884920101676,8.5,completed,mpesa
