event_id,subscriber_id,campaign,event_date,sent,opened,clicked,converted,variant
EVT-11565,SUB-2926,ab_test_landing_v1,2024-07-20,1,0,0,0,v1
EVT-11566,SUB-2926,monthly_newsletter,2024-07-22,1,1,0,0,
EVT-11567,SUB-2899,welcome_series,2024-12-30,1,1,0,0,
EVT-11568,SUB-1808,ab_test_landing_v1,2024-03-25,1,0,0,0,v1
EVT-11569,SUB-1808,churn_winback,2023-12-14,1,0,0,0,
EVT-11570,SUB-1808,churn_winback,2024-09-22,1,0,0,0,
EVT-11571,SUB-1808,ab_test_landing_v1,2024-01-09,1,0,0,0,v1
EVT-11572,SUB-1808,upsell_classic_to_premium,2024-09-13,1,0,0,0,
EVT-11573,SUB-1808,churn_winback,2023-08-07,1,0,0,0,
EVT-11574,SUB-1808,welcome_series,2024-07-18,1,0,0,0,
EVT-11575,SUB-1808,ab_test_landing_v2,2023-10-15,1,1,0,0,v2
EVT-11576,SUB-2192,monthly_newsletter,2024-03-02,1,0,0,0,
EVT-11577,SUB-2192,monthly_newsletter,2024-07-27,1,0,0,0,
EVT-11578,SUB-2192,upsell_classic_to_premium,2024-05-27,1,0,0,0,
EVT-11579,SUB-1594,ab_test_landing_v2,2024-09-27,1,0,0,0,v2
EVT-11580,SUB-1594,monthly_newsletter,2024-07-23,1,1,1,0,
EVT-11581,SUB-1594,ab_test_landing_v2,2023-12-11,1,0,0,0,v2
EVT-11582,SUB-1594,welcome_series,2024-01-13,1,0,0,0,
EVT-11583,SUB-1594,welcome_series,2024-03-26,1,1,0,0,
EVT-11584,SUB-1594,churn_winback,2023-07-01,1,0,0,0,
EVT-11585,SUB-1594,ab_test_landing_v2,2023-11-23,1,0,0,0,v2
EVT-11586,SUB-1594,ab_test_landing_v1,2024-05-13,1,0,0,0,v1
EVT-11587,SUB-1594,upsell_classic_to_premium,2024-01-12,1,0,0,0,
EVT-11588,SUB-1594,monthly_newsletter,2024-06-20,1,0,0,0,
EVT-11589,SUB-1086,monthly_newsletter,2024-02-21,1,0,0,0,
EVT-11590,SUB-1086,ab_test_landing_v1,2023-10-25,1,0,0,0,v1
EVT-11591,SUB-1086,welcome_series,2023-03-13,1,0,0,0,
EVT-11592,SUB-1086,monthly_newsletter,2023-02-02,1,0,0,0,
EVT-11593,SUB-1086,welcome_series,2023-06-22,1,0,0,0,
EVT-11594,SUB-1086,welcome_series,2024-05-27,1,0,0,0,
EVT-11595,SUB-2090,ab_test_landing_v1,2024-05-18,1,0,0,0,v1
EVT-11596,SUB-2090,churn_winback,2024-04-10,1,0,0,0,
EVT-11597,SUB-2090,welcome_series,2024-08-03,1,1,0,0,
EVT-11598,SUB-2090,monthly_newsletter,2024-09-07,1,1,0,0,
EVT-11599,SUB-2090,ab_test_landing_v1,2024-09-22,1,0,0,0,v1
EVT-11600,SUB-1061,welcome_series,2023-07-19,1,0,0,0,
EVT-11601,SUB-1061,welcome_series,2023-02-08,1,0,0,0,
EVT-11602,SUB-1061,welcome_series,2024-01-17,1,0,0,0,
EVT-11603,SUB-1061,ab_test_landing_v1,2024-07-08,1,1,0,0,v1
EVT-11604,SUB-1061,churn_winback,2023-07-04,1,0,0,0,
EVT-11605,SUB-1061,welcome_series,2023-06-05,1,0,0,0,
EVT-11606,SUB-1061,churn_winback,2023-04-02,1,0,0,0,
EVT-11607,SUB-1061,ab_test_landing_v2,2023-02-08,1,0,0,0,v2
EVT-11608,SUB-2544,churn_winback,2024-09-02,1,1,0,0,
EVT-11609,SUB-2544,ab_test_landing_v2,2024-04-17,1,0,0,0,v2
EVT-11610,SUB-2544,welcome_series,2024-05-13,1,1,0,0,
EVT-11611,SUB-2544,welcome_series,2024-07-08,1,0,0,0,
EVT-11612,SUB-2544,monthly_newsletter,2024-12-31,1,0,0,0,
EVT-11613,SUB-2370,monthly_newsletter,2024-06-08,1,0,0,0,
EVT-11614,SUB-2370,monthly_newsletter,2024-03-05,1,0,0,0,
EVT-11615,SUB-2370,welcome_series,2023-12-24,1,0,0,0,
EVT-11616,SUB-2370,welcome_series,2024-08-25,1,1,0,0,
EVT-11617,SUB-2370,monthly_newsletter,2024-05-02,1,0,0,0,
EVT-11618,SUB-2370,ab_test_landing_v2,2024-08-27,1,0,0,0,v2
EVT-11619,SUB-2132,upsell_classic_to_premium,2024-03-31,1,0,0,0,
EVT-11620,SUB-2132,welcome_series,2024-08-12,1,0,0,0,
EVT-11621,SUB-1160,welcome_series,2024-07-30,1,1,0,0,
EVT-11622,SUB-1160,ab_test_landing_v1,2024-09-20,1,0,0,0,v1
EVT-11623,SUB-1160,ab_test_landing_v2,2023-02-26,1,0,0,0,v2
EVT-11624,SUB-1160,churn_winback,2024-02-02,1,1,0,0,
EVT-11625,SUB-1160,monthly_newsletter,2023-07-06,1,0,0,0,
EVT-11626,SUB-1160,ab_test_landing_v1,2024-01-18,1,1,0,0,v1
EVT-11627,SUB-1160,upsell_classic_to_premium,2023-12-11,1,0,0,0,
EVT-11628,SUB-1332,upsell_classic_to_premium,2024-01-09,1,0,0,0,
EVT-11629,SUB-1332,ab_test_landing_v1,2023-08-17,1,0,0,0,v1
EVT-11630,SUB-1332,monthly_newsletter,2024-02-09,1,0,0,0,
EVT-11631,SUB-1332,ab_test_landing_v2,2023-07-09,1,0,0,0,v2
EVT-11632,SUB-1332,welcome_series,2024-02-13,1,0,0,0,
EVT-11633,SUB-1590,upsell_classic_to_premium,2023-07-14,1,0,0,0,
EVT-11634,SUB-1590,ab_test_landing_v1,2023-07-26,1,0,0,0,v1
EVT-11635,SUB-1590,upsell_classic_to_premium,2023-12-13,1,0,0,0,
EVT-11636,SUB-1590,ab_test_landing_v2,2023-11-23,1,0,0,0,v2
EVT-11637,SUB-1590,ab_test_landing_v1,2023-10-09,1,1,1,1,v1
EVT-11638,SUB-1590,churn_winback,2024-04-07,1,0,0,0,
EVT-11639,SUB-2389,welcome_series,2024-01-12,1,0,0,0,
EVT-11640,SUB-2389,churn_winback,2024-06-29,1,1,0,0,
EVT-11641,SUB-2389,upsell_classic_to_premium,2024-05-10,1,0,0,0,
EVT-11642,SUB-2239,welcome_series,2024-05-26,1,0,0,0,
EVT-11643,SUB-2239,monthly_newsletter,2024-06-27,1,0,0,0,
EVT-11644,SUB-2239,ab_test_landing_v2,2024-04-16,1,0,0,0,v2
EVT-11645,SUB-2239,upsell_classic_to_premium,2024-02-15,1,0,0,0,
EVT-11646,SUB-2239,ab_test_landing_v2,2023-12-24,1,0,0,0,v2
EVT-11647,SUB-3203,churn_winback,2024-10-03,1,0,0,0,
EVT-11648,SUB-1713,welcome_series,2023-11-20,1,0,0,0,
EVT-11649,SUB-1713,ab_test_landing_v2,2024-09-13,1,1,0,0,v2
EVT-11650,SUB-1713,monthly_newsletter,2024-01-20,1,0,0,0,
EVT-11651,SUB-3154,ab_test_landing_v2,2024-09-01,1,0,0,0,v2
EVT-11652,SUB-3154,ab_test_landing_v1,2024-12-10,1,0,0,0,v1
EVT-11653,SUB-1053,welcome_series,2023-07-15,1,0,0,0,
EVT-11654,SUB-1053,monthly_newsletter,2023-02-20,1,0,0,0,
EVT-11655,SUB-1053,churn_winback,2023-10-28,1,1,0,0,
EVT-11656,SUB-1053,monthly_newsletter,2023-12-25,1,1,0,0,
EVT-11657,SUB-1053,churn_winback,2024-01-16,1,0,0,0,
EVT-11658,SUB-1053,monthly_newsletter,2024-02-15,1,0,0,0,
EVT-11659,SUB-1053,upsell_classic_to_premium,2023-08-30,1,1,0,0,
EVT-11660,SUB-1241,upsell_classic_to_premium,2024-08-01,1,0,0,0,
EVT-11661,SUB-1241,monthly_newsletter,2024-06-21,1,1,0,0,
EVT-11662,SUB-1241,welcome_series,2023-10-13,1,0,0,0,
EVT-11663,SUB-1241,churn_winback,2023-07-15,1,0,0,0,
EVT-11664,SUB-2062,upsell_classic_to_premium,2024-03-23,1,0,0,0,
EVT-11665,SUB-2062,ab_test_landing_v1,2024-10-06,1,0,0,0,v1
EVT-11666,SUB-2062,ab_test_landing_v2,2024-07-15,1,0,0,0,v2
EVT-11667,SUB-2062,monthly_newsletter,2024-08-02,1,0,0,0,
EVT-11668,SUB-2062,monthly_newsletter,2024-09-06,1,0,0,0,
EVT-11669,SUB-2062,monthly_newsletter,2024-09-13,1,0,0,0,
EVT-11670,SUB-2637,welcome_series,2024-09-22,1,0,0,0,
EVT-11671,SUB-2637,ab_test_landing_v1,2024-08-03,1,1,0,0,v1
EVT-11672,SUB-2637,ab_test_landing_v1,2024-07-25,1,0,0,0,v1
EVT-11673,SUB-1573,ab_test_landing_v1,2024-05-03,1,1,0,0,v1
EVT-11674,SUB-1573,ab_test_landing_v2,2024-01-31,1,0,0,0,v2
EVT-11675,SUB-1573,churn_winback,2024-11-15,1,1,0,0,
EVT-11676,SUB-1573,upsell_classic_to_premium,2023-10-25,1,1,1,0,
EVT-11677,SUB-1573,upsell_classic_to_premium,2024-12-08,1,0,0,0,
EVT-11678,SUB-1573,upsell_classic_to_premium,2023-12-26,1,0,0,0,
EVT-11679,SUB-1573,monthly_newsletter,2024-05-15,1,1,1,0,
EVT-11680,SUB-1575,ab_test_landing_v1,2023-10-07,1,0,0,0,v1
EVT-11681,SUB-1575,monthly_newsletter,2024-02-20,1,0,0,0,
EVT-11682,SUB-1575,ab_test_landing_v2,2024-04-05,1,0,0,0,v2
EVT-11683,SUB-1575,upsell_classic_to_premium,2023-11-05,1,0,0,0,
EVT-11684,SUB-3068,upsell_classic_to_premium,2024-11-20,1,0,0,0,
EVT-11685,SUB-2400,upsell_classic_to_premium,2024-09-25,1,0,0,0,
EVT-11686,SUB-2400,monthly_newsletter,2024-07-09,1,0,0,0,
EVT-11687,SUB-2400,ab_test_landing_v2,2024-06-09,1,0,0,0,v2
EVT-11688,SUB-2400,ab_test_landing_v2,2024-04-01,1,0,0,0,v2
EVT-11689,SUB-2400,welcome_series,2024-08-03,1,1,0,0,
EVT-11690,SUB-2486,churn_winback,2024-03-03,1,0,0,0,
EVT-11691,SUB-3000,upsell_classic_to_premium,2024-07-21,1,0,0,0,
EVT-11692,SUB-3000,upsell_classic_to_premium,2024-07-22,1,0,0,0,
EVT-11693,SUB-2670,welcome_series,2024-11-10,1,0,0,0,
EVT-11694,SUB-2670,upsell_classic_to_premium,2024-08-11,1,1,0,0,
EVT-11695,SUB-1201,monthly_newsletter,2024-06-13,1,0,0,0,
EVT-11696,SUB-1201,welcome_series,2024-07-26,1,1,0,0,
EVT-11697,SUB-1201,monthly_newsletter,2024-06-23,1,1,1,0,
EVT-11698,SUB-1201,welcome_series,2024-10-15,1,0,0,0,
EVT-11699,SUB-1426,welcome_series,2024-10-24,1,1,0,0,
EVT-11700,SUB-1426,churn_winback,2024-09-09,1,0,0,0,
EVT-11701,SUB-1426,ab_test_landing_v1,2024-01-16,1,0,0,0,v1
EVT-11702,SUB-1405,ab_test_landing_v2,2023-08-21,1,0,0,0,v2
EVT-11703,SUB-1405,ab_test_landing_v2,2024-06-14,1,0,0,0,v2
EVT-11704,SUB-1405,welcome_series,2024-05-13,1,0,0,0,
EVT-11705,SUB-3347,ab_test_landing_v2,2024-10-17,1,1,0,0,v2
EVT-11706,SUB-1443,welcome_series,2023-09-09,1,0,0,0,
EVT-11707,SUB-1443,monthly_newsletter,2024-07-07,1,1,0,0,
EVT-11708,SUB-1443,ab_test_landing_v2,2024-08-31,1,1,0,0,v2
EVT-11709,SUB-1443,upsell_classic_to_premium,2024-05-19,1,1,0,0,
EVT-11710,SUB-1443,ab_test_landing_v2,2023-08-21,1,0,0,0,v2
EVT-11711,SUB-1443,monthly_newsletter,2023-12-01,1,0,0,0,
EVT-11712,SUB-1443,churn_winback,2023-06-24,1,0,0,0,
EVT-11713,SUB-1443,upsell_classic_to_premium,2024-04-20,1,1,0,0,
EVT-11714,SUB-1443,churn_winback,2023-12-24,1,0,0,0,
EVT-11715,SUB-1443,monthly_newsletter,2023-11-02,1,1,1,0,
EVT-11716,SUB-2633,upsell_classic_to_premium,2024-06-13,1,0,0,0,
EVT-11717,SUB-2633,monthly_newsletter,2024-06-24,1,0,0,0,
EVT-11718,SUB-2633,monthly_newsletter,2024-03-21,1,1,1,0,
EVT-11719,SUB-2633,churn_winback,2024-04-28,1,1,0,0,
EVT-11720,SUB-2633,ab_test_landing_v2,2024-02-22,1,1,0,0,v2
EVT-11721,SUB-2633,welcome_series,2024-11-01,1,0,0,0,
EVT-11722,SUB-2673,monthly_newsletter,2024-08-11,1,0,0,0,
EVT-11723,SUB-2673,churn_winback,2024-10-12,1,0,0,0,
EVT-11724,SUB-2220,welcome_series,2024-10-16,1,1,0,0,
EVT-11725,SUB-2220,churn_winback,2024-06-01,1,0,0,0,
EVT-11726,SUB-2166,welcome_series,2024-07-30,1,0,0,0,
EVT-11727,SUB-2166,ab_test_landing_v2,2024-10-11,1,0,0,0,v2
EVT-11728,SUB-2166,churn_winback,2024-03-05,1,1,0,0,
EVT-11729,SUB-2166,upsell_classic_to_premium,2024-10-18,1,0,0,0,
EVT-11730,SUB-1108,ab_test_landing_v2,2024-07-29,1,0,0,0,v2
EVT-11731,SUB-1108,churn_winback,2023-03-05,1,0,0,0,
EVT-11732,SUB-1108,welcome_series,2023-06-23,1,0,0,0,
EVT-11733,SUB-1108,welcome_series,2024-04-12,1,0,0,0,
EVT-11734,SUB-1108,ab_test_landing_v2,2023-06-17,1,0,0,0,v2
EVT-11735,SUB-1108,monthly_newsletter,2024-04-20,1,0,0,0,
EVT-11736,SUB-1108,welcome_series,2023-06-27,1,1,1,0,
EVT-11737,SUB-3304,churn_winback,2024-11-17,1,1,1,0,
EVT-11738,SUB-1211,churn_winback,2023-11-19,1,1,1,0,
EVT-11739,SUB-1211,churn_winback,2023-11-19,1,1,0,0,
EVT-11740,SUB-1211,ab_test_landing_v2,2024-07-30,1,0,0,0,v2
EVT-11741,SUB-1211,churn_winback,2023-08-25,1,1,1,0,
EVT-11742,SUB-1211,monthly_newsletter,2024-06-19,1,0,0,0,
EVT-11743,SUB-1211,monthly_newsletter,2024-03-01,1,0,0,0,
EVT-11744,SUB-1211,upsell_classic_to_premium,2023-12-18,1,0,0,0,
EVT-11745,SUB-2294,monthly_newsletter,2024-05-07,1,0,0,0,
EVT-11746,SUB-2294,ab_test_landing_v1,2024-09-14,1,0,0,0,v1
EVT-11747,SUB-2294,welcome_series,2024-09-23,1,1,0,0,
EVT-11748,SUB-2294,upsell_classic_to_premium,2024-12-22,1,1,1,0,
EVT-11749,SUB-2294,welcome_series,2024-01-19,1,1,1,0,
EVT-11750,SUB-1285,welcome_series,2023-10-13,1,0,0,0,
EVT-11751,SUB-1285,welcome_series,2023-03-29,1,0,0,0,
EVT-11752,SUB-1268,churn_winback,2023-05-14,1,0,0,0,
EVT-11753,SUB-1268,upsell_classic_to_premium,2024-07-28,1,0,0,0,
EVT-11754,SUB-1268,churn_winback,2023-04-11,1,0,0,0,
EVT-11755,SUB-1268,welcome_series,2023-05-25,1,1,1,0,
EVT-11756,SUB-1268,upsell_classic_to_premium,2024-07-04,1,0,0,0,
EVT-11757,SUB-1268,churn_winback,2024-01-08,1,0,0,0,
EVT-11758,SUB-1268,monthly_newsletter,2024-05-20,1,0,0,0,
EVT-11759,SUB-1268,ab_test_landing_v1,2023-09-17,1,0,0,0,v1
EVT-11760,SUB-1751,churn_winback,2023-10-24,1,0,0,0,
EVT-11761,SUB-1751,welcome_series,2023-10-17,1,0,0,0,
EVT-11762,SUB-1751,upsell_classic_to_premium,2023-12-11,1,0,0,0,
EVT-11763,SUB-1751,upsell_classic_to_premium,2024-03-14,1,0,0,0,
EVT-11764,SUB-1751,upsell_classic_to_premium,2024-11-04,1,1,0,0,
EVT-11765,SUB-1751,welcome_series,2024-09-06,1,0,0,0,
EVT-11766,SUB-1751,ab_test_landing_v2,2024-08-26,1,1,0,0,v2
EVT-11767,SUB-1751,upsell_classic_to_premium,2023-08-15,1,0,0,0,
EVT-11768,SUB-1785,monthly_newsletter,2024-03-11,1,0,0,0,
EVT-11769,SUB-1785,monthly_newsletter,2024-11-11,1,0,0,0,
EVT-11770,SUB-1785,monthly_newsletter,2024-04-26,1,0,0,0,
EVT-11771,SUB-1785,ab_test_landing_v2,2024-06-22,1,1,0,0,v2
EVT-11772,SUB-3258,welcome_series,2024-12-30,1,1,0,0,
EVT-11773,SUB-2030,ab_test_landing_v2,2024-10-05,1,0,0,0,v2
EVT-11774,SUB-2030,ab_test_landing_v2,2024-02-07,1,0,0,0,v2
EVT-11775,SUB-2030,churn_winback,2023-10-20,1,0,0,0,
EVT-11776,SUB-2030,ab_test_landing_v1,2024-08-05,1,0,0,0,v1
EVT-11777,SUB-2030,monthly_newsletter,2024-07-14,1,0,0,0,
EVT-11778,SUB-1095,ab_test_landing_v2,2024-01-14,1,0,0,0,v2
EVT-11779,SUB-1095,ab_test_landing_v1,2023-02-27,1,0,0,0,v1
EVT-11780,SUB-1095,monthly_newsletter,2024-03-01,1,0,0,0,
EVT-11781,SUB-2336,upsell_classic_to_premium,2024-12-21,1,0,0,0,
EVT-11782,SUB-2336,churn_winback,2024-10-22,1,0,0,0,
EVT-11783,SUB-2336,upsell_classic_to_premium,2024-03-18,1,1,0,0,
EVT-11784,SUB-2336,ab_test_landing_v1,2024-02-07,1,1,0,0,v1
EVT-11785,SUB-2336,monthly_newsletter,2024-11-25,1,0,0,0,
EVT-11786,SUB-2336,welcome_series,2024-08-19,1,0,0,0,
EVT-11787,SUB-2336,welcome_series,2024-09-14,1,0,0,0,
EVT-11788,SUB-3094,welcome_series,2024-08-03,1,1,0,0,
EVT-11789,SUB-3094,monthly_newsletter,2024-11-27,1,1,0,0,
EVT-11790,SUB-3094,monthly_newsletter,2024-07-06,1,0,0,0,
EVT-11791,SUB-2464,churn_winback,2024-03-05,1,0,0,0,
EVT-11792,SUB-2464,churn_winback,2024-11-27,1,0,0,0,
EVT-11793,SUB-1526,churn_winback,2023-12-11,1,1,0,0,
EVT-11794,SUB-1526,monthly_newsletter,2024-04-03,1,0,0,0,
EVT-11795,SUB-1526,churn_winback,2024-10-18,1,1,0,0,
EVT-11796,SUB-1526,ab_test_landing_v2,2024-07-24,1,1,0,0,v2
EVT-11797,SUB-1526,ab_test_landing_v1,2024-08-12,1,0,0,0,v1
EVT-11798,SUB-1526,monthly_newsletter,2023-10-23,1,1,0,0,
EVT-11799,SUB-1145,monthly_newsletter,2023-12-02,1,0,0,0,
EVT-11800,SUB-1145,churn_winback,2024-09-20,1,1,0,0,
EVT-11801,SUB-2827,ab_test_landing_v1,2024-11-10,1,0,0,0,v1
EVT-11802,SUB-2827,ab_test_landing_v1,2024-04-24,1,0,0,0,v1
EVT-11803,SUB-2827,monthly_newsletter,2024-09-11,1,0,0,0,
EVT-11804,SUB-1615,ab_test_landing_v2,2024-02-26,1,0,0,0,v2
EVT-11805,SUB-1615,churn_winback,2024-01-19,1,0,0,0,
EVT-11806,SUB-1615,welcome_series,2023-12-26,1,1,0,0,
EVT-11807,SUB-1615,churn_winback,2024-01-03,1,1,0,0,
EVT-11808,SUB-1615,monthly_newsletter,2024-03-17,1,0,0,0,
EVT-11809,SUB-2617,monthly_newsletter,2024-05-03,1,0,0,0,
EVT-11810,SUB-2617,ab_test_landing_v1,2024-08-09,1,0,0,0,v1
EVT-11811,SUB-2941,monthly_newsletter,2024-06-17,1,0,0,0,
EVT-11812,SUB-2941,monthly_newsletter,2024-08-01,1,1,0,0,
EVT-11813,SUB-1887,welcome_series,2024-07-09,1,1,0,0,
EVT-11814,SUB-1887,monthly_newsletter,2023-08-09,1,0,0,0,
EVT-11815,SUB-1887,monthly_newsletter,2024-03-14,1,0,0,0,
EVT-11816,SUB-1887,ab_test_landing_v2,2023-11-24,1,0,0,0,v2
EVT-11817,SUB-3372,monthly_newsletter,2024-11-19,1,0,0,0,
EVT-11818,SUB-1514,welcome_series,2024-03-06,1,1,0,0,
EVT-11819,SUB-1514,upsell_classic_to_premium,2023-08-31,1,0,0,0,
EVT-11820,SUB-1514,ab_test_landing_v1,2023-06-22,1,0,0,0,v1
EVT-11821,SUB-1604,welcome_series,2023-12-07,1,0,0,0,
EVT-11822,SUB-1604,ab_test_landing_v2,2024-11-28,1,0,0,0,v2
EVT-11823,SUB-1604,welcome_series,2024-10-26,1,1,0,0,
EVT-11824,SUB-1604,ab_test_landing_v1,2024-07-05,1,0,0,0,v1
EVT-11825,SUB-1604,welcome_series,2023-11-21,1,1,0,0,
EVT-11826,SUB-1604,churn_winback,2023-06-24,1,0,0,0,
EVT-11827,SUB-2367,welcome_series,2024-03-13,1,0,0,0,
EVT-11828,SUB-2367,monthly_newsletter,2024-02-16,1,0,0,0,
EVT-11829,SUB-2367,welcome_series,2024-08-04,1,1,0,0,
EVT-11830,SUB-2367,monthly_newsletter,2024-04-12,1,0,0,0,
EVT-11831,SUB-3120,ab_test_landing_v1,2024-08-19,1,0,0,0,v1
EVT-11832,SUB-1001,monthly_newsletter,2023-07-23,1,0,0,0,
EVT-11833,SUB-1001,monthly_newsletter,2023-03-04,1,1,0,0,
EVT-11834,SUB-1001,welcome_series,2024-06-24,1,0,0,0,
EVT-11835,SUB-1001,ab_test_landing_v2,2023-05-30,1,0,0,0,v2
EVT-11836,SUB-1001,ab_test_landing_v2,2023-02-05,1,1,0,0,v2
EVT-11837,SUB-1001,ab_test_landing_v2,2023-03-29,1,1,0,0,v2
EVT-11838,SUB-1001,ab_test_landing_v1,2024-08-27,1,0,0,0,v1
EVT-11839,SUB-1001,ab_test_landing_v2,2023-09-12,1,1,0,0,v2
EVT-11840,SUB-1001,churn_winback,2024-02-24,1,1,0,0,
EVT-11841,SUB-1001,churn_winback,2024-06-09,1,0,0,0,
EVT-11842,SUB-2446,upsell_classic_to_premium,2024-07-29,1,0,0,0,
EVT-11843,SUB-2446,ab_test_landing_v2,2024-10-24,1,1,1,0,v2
EVT-11844,SUB-2011,upsell_classic_to_premium,2024-07-17,1,0,0,0,
EVT-11845,SUB-2011,churn_winback,2024-03-01,1,0,0,0,
EVT-11846,SUB-1696,monthly_newsletter,2024-01-11,1,0,0,0,
EVT-11847,SUB-1696,monthly_newsletter,2024-08-05,1,0,0,0,
EVT-11848,SUB-1696,ab_test_landing_v1,2024-09-03,1,0,0,0,v1
EVT-11849,SUB-1696,welcome_series,2023-12-12,1,0,0,0,
EVT-11850,SUB-1639,ab_test_landing_v2,2023-10-24,1,0,0,0,v2
EVT-11851,SUB-1639,monthly_newsletter,2024-01-31,1,1,1,0,
EVT-11852,SUB-1639,welcome_series,2023-10-26,1,1,0,0,
EVT-11853,SUB-1568,upsell_classic_to_premium,2024-01-20,1,0,0,0,
EVT-11854,SUB-1568,churn_winback,2023-08-28,1,0,0,0,
EVT-11855,SUB-1568,monthly_newsletter,2023-11-16,1,1,1,0,
EVT-11856,SUB-1568,welcome_series,2023-11-02,1,0,0,0,
EVT-11857,SUB-1568,monthly_newsletter,2023-11-10,1,0,0,0,
EVT-11858,SUB-2797,ab_test_landing_v2,2024-09-04,1,0,0,0,v2
EVT-11859,SUB-2797,monthly_newsletter,2024-12-14,1,0,0,0,
EVT-11860,SUB-2797,monthly_newsletter,2024-04-05,1,0,0,0,
EVT-11861,SUB-2797,welcome_series,2024-03-14,1,1,0,0,
EVT-11862,SUB-1869,upsell_classic_to_premium,2024-06-09,1,0,0,0,
EVT-11863,SUB-1869,welcome_series,2024-04-26,1,0,0,0,
EVT-11864,SUB-1869,monthly_newsletter,2024-07-29,1,0,0,0,
EVT-11865,SUB-1869,ab_test_landing_v1,2024-12-21,1,1,0,0,v1
EVT-11866,SUB-1869,monthly_newsletter,2024-05-06,1,1,0,0,
EVT-11867,SUB-1869,ab_test_landing_v2,2024-01-15,1,1,1,0,v2
EVT-11868,SUB-2408,ab_test_landing_v1,2024-01-01,1,0,0,0,v1
EVT-11869,SUB-2408,monthly_newsletter,2024-07-28,1,0,0,0,
EVT-11870,SUB-2408,welcome_series,2024-11-28,1,1,0,0,
EVT-11871,SUB-2028,ab_test_landing_v1,2024-03-23,1,0,0,0,v1
EVT-11872,SUB-2028,upsell_classic_to_premium,2024-04-22,1,0,0,0,
EVT-11873,SUB-2028,churn_winback,2024-09-14,1,1,1,0,
EVT-11874,SUB-2028,welcome_series,2024-04-04,1,1,1,0,
EVT-11875,SUB-2733,ab_test_landing_v1,2024-10-09,1,0,0,0,v1
EVT-11876,SUB-2733,monthly_newsletter,2024-07-19,1,0,0,0,
EVT-11877,SUB-1874,ab_test_landing_v2,2024-02-11,1,0,0,0,v2
EVT-11878,SUB-1874,monthly_newsletter,2024-10-19,1,0,0,0,
EVT-11879,SUB-1874,welcome_series,2024-02-29,1,0,0,0,
EVT-11880,SUB-1874,monthly_newsletter,2023-10-31,1,0,0,0,
EVT-11881,SUB-3082,welcome_series,2024-11-12,1,0,0,0,
EVT-11882,SUB-3082,ab_test_landing_v1,2024-11-13,1,1,1,0,v1
EVT-11883,SUB-3082,monthly_newsletter,2024-11-08,1,1,1,0,
EVT-11884,SUB-1288,welcome_series,2023-11-11,1,1,0,0,
EVT-11885,SUB-1288,upsell_classic_to_premium,2024-07-25,1,0,0,0,
EVT-11886,SUB-1288,monthly_newsletter,2024-04-29,1,0,0,0,
EVT-11887,SUB-1288,ab_test_landing_v1,2023-07-03,1,0,0,0,v1
EVT-11888,SUB-1288,welcome_series,2023-08-25,1,0,0,0,
EVT-11889,SUB-1288,monthly_newsletter,2023-06-15,1,0,0,0,
EVT-11890,SUB-1288,monthly_newsletter,2023-09-07,1,1,0,0,
EVT-11891,SUB-3063,churn_winback,2024-06-26,1,1,0,0,
EVT-11892,SUB-3063,welcome_series,2024-10-07,1,0,0,0,
EVT-11893,SUB-3063,monthly_newsletter,2024-09-30,1,0,0,0,
EVT-11894,SUB-1698,monthly_newsletter,2024-11-25,1,1,0,0,
EVT-11895,SUB-1698,ab_test_landing_v2,2024-03-06,1,0,0,0,v2
EVT-11896,SUB-1831,churn_winback,2024-06-24,1,0,0,0,
EVT-11897,SUB-1831,monthly_newsletter,2024-09-30,1,0,0,0,
EVT-11898,SUB-1831,ab_test_landing_v1,2024-11-21,1,0,0,0,v1
EVT-11899,SUB-1831,upsell_classic_to_premium,2023-12-19,1,0,0,0,
EVT-11900,SUB-1831,welcome_series,2024-02-02,1,0,0,0,
EVT-11901,SUB-1023,ab_test_landing_v1,2024-07-12,1,0,0,0,v1
EVT-11902,SUB-1023,upsell_classic_to_premium,2024-03-28,1,0,0,0,
EVT-11903,SUB-1023,welcome_series,2023-06-09,1,0,0,0,
EVT-11904,SUB-1023,ab_test_landing_v1,2023-07-02,1,1,0,0,v1
EVT-11905,SUB-1023,welcome_series,2023-08-02,1,0,0,0,
EVT-11906,SUB-1023,ab_test_landing_v1,2023-12-21,1,0,0,0,v1
EVT-11907,SUB-3394,ab_test_landing_v2,2024-10-29,1,0,0,0,v2
EVT-11908,SUB-1047,ab_test_landing_v2,2024-03-26,1,0,0,0,v2
EVT-11909,SUB-1047,monthly_newsletter,2023-01-20,1,0,0,0,
EVT-11910,SUB-1047,monthly_newsletter,2023-01-14,1,1,0,0,
EVT-11911,SUB-1047,ab_test_landing_v2,2023-05-05,1,0,0,0,v2
EVT-11912,SUB-1047,monthly_newsletter,2023-04-30,1,0,0,0,
EVT-11913,SUB-1047,ab_test_landing_v1,2024-08-07,1,0,0,0,v1
EVT-11914,SUB-1047,monthly_newsletter,2024-05-01,1,0,0,0,
EVT-11915,SUB-1047,welcome_series,2023-08-28,1,0,0,0,
EVT-11916,SUB-3070,churn_winback,2024-11-30,1,1,0,0,
EVT-11917,SUB-3414,ab_test_landing_v1,2024-10-24,1,0,0,0,v1
EVT-11918,SUB-3414,ab_test_landing_v1,2024-12-29,1,1,0,0,v1
